0,1,Hop,Slam,9.5,50,7,Dec 29 2021,Jan 25 2022,0
1,1,Nugget,Nectar,7.5,78,6,Jan 31 2022,Feb 20 2022,1
2,1,Never Too Late,to Hop,6.75,56,9,Mar 07 2022,Apr 01 2022,2
